Datetime,Variaveis.TR1_RUIDO,Variaveis.TR2_RUIDO,Variaveis.TR3_RUIDO,Variaveis.H2O_QTD,Valvula.VALVE5.OP,Variaveis.VOTACAO_TRANSMISSORES,Valvula.VALVE_RESPIRO.OP,Valvula.VALVE_RESPIRO.L,StreamSend.FLARE.P,Valvula.VALVE3.OP,Valvula.VALVE3.L,StreamSend.SAIDA_GAS.P,Valvula.VALVE2.OP,Valvula.VALVE2.L,Valvula.VALVE1.OP,Valvula.VALVE1.L,Valvula.VALVE_SHUTOFF.OP,Valvula.VALVE_SHUTOFF.L,StreamSend.SAIDA_LIQUIDO.P,Valvula.VALVE4.OP,Valvula.VALVE4.L,StreamSend.SAIDA_VAZAMENTO.P,Valvula.VALVE5.L,Transmissor.TR1.OUT,Transmissor.TR2.OUT,Transmissor.TR3.OUT,Drum.V1.L,Drum.V1.P,Drum.V1.T,Tubo.S1.P,Tubo.S1.W,Tubo.S2.P,Tubo.S2.W,Tubo.S6.P,Tubo.S6.W,Tubo.S5.P,Tubo.S5.W,Tubo.S10.P,Tubo.S10.W,Tubo.S3.P,Tubo.S3.W,Tubo.S4.P,Tubo.S4.W,Tubo.S25.P,Tubo.S25.W,Tubo.S26.P,Tubo.S26.W,Tubo.S27.P,Tubo.S27.W,Tubo.S28.P,Tubo.S28.W,Controlador.PC1.OUT,Controlador.PID1.OUT,Controlador.PID2.OUT,Controlador.PID3.OUT
30/09/2023 15:40:22.445,False,False,False,0.0,0.0,0.0,0.0,0.0,101.32499694824219,0.0,0.0,101.32499694824219,0.3030925691127777,0.3028174042701721,0.696907639503479,0.697182834148407,1.0,1.0,101.32499694824219,0.0,0.0,101.32499694824219,0.0,0.0,0.0,0.0,0.0,295.85528564453125,311.6575012207031,343.2327575683594,12.44888687133789,311.393798828125,12.448863983154297,295.8628234863281,12.448863983154297,295.85528564453125,0.0,101.32499694824219,0.0,295.85528564453125,12.435647964477539,101.32499694824219,12.435647964477539,295.91064453125,0.0,101.32499694824219,0.0,295.91064453125,0.0,101.32499694824219,0.0,0.0,0.696907639503479,0.3030925691127777,0.0
30/09/2023 15:40:23.550,False,False,False,0.0,0.0,0.0,0.0,0.0,101.32499694824219,0.0,0.0,101.32499694824219,0.2966945767402649,0.29635339975357056,0.7033054232597351,0.7036467790603638,1.0,1.0,101.32499694824219,0.0,0.0,101.32499694824219,0.0,0.0,0.0,0.0,0.0,297.73284912109375,311.657958984375,343.2327575683594,12.275139808654785,312.84246826171875,12.275127410888672,297.7404479980469,12.275127410888672,297.73284912109375,0.0,101.32499694824219,0.0,297.73284912109375,12.268014907836914,101.32499694824219,12.268014907836914,297.78857421875,0.0,101.32499694824219,0.0,297.78857421875,0.0,101.32499694824219,0.0,0.0,0.7033054232597351,0.2966945767402649,0.0
30/09/2023 15:40:24.639,False,False,False,0.0,0.0,0.0,0.0,0.0,101.32499694824219,0.0,0.0,101.32499694824219,0.2932434678077698,0.292866587638855,0.7067563533782959,0.707133412361145,1.0,1.0,101.32499694824219,0.0,0.0,101.32499694824219,0.0,0.0,0.0,0.0,0.0,298.73687744140625,311.67529296875,343.2327575683594,12.178886413574219,313.6114807128906,12.178879737854004,298.7445068359375,12.178879737854004,298.73687744140625,0.0,101.32499694824219,0.0,298.73687744140625,12.175012588500977,101.32499694824219,12.175012588500977,298.79278564453125,0.0,101.32499694824219,0.0,298.79278564453125,0.0,101.32499694824219,0.0,0.0,0.7067563533782959,0.2932434678077698,0.0
30/09/2023 15:40:25.734,False,False,False,0.0,0.0,0.0,0.0,0.0,101.32499694824219,0.0,0.0,101.32499694824219,0.29131659865379333,0.2909196615219116,0.7086835503578186,0.709080696105957,1.0,1.0,101.32499694824219,0.0,0.0,101.32499694824219,0.0,0.0,0.0,0.0,0.0,299.2958984375,311.70159912109375,343.2327575683594,12.124212265014648,314.037841796875,12.124208450317383,299.3035583496094,12.124208450317383,299.2958984375,0.0,101.32499694824219,0.0,299.2958984375,12.122138023376465,101.32499694824219,12.122138023376465,299.3519287109375,0.0,101.32499694824219,0.0,299.3519287109375,0.0,101.32499694824219,0.0,0.0,0.7086835503578186,0.29131659865379333,0.0
30/09/2023 15:40:26.815,False,False,False,0.0,0.0,0.0,0.0,0.0,101.32499694824219,0.0,0.0,101.32499694824219,0.29024413228034973,0.28983598947525024,0.7097560167312622,0.7101642489433289,1.0,1.0,101.32499694824219,0.0,0.0,101.32499694824219,0.0,0.0,0.0,0.0,0.0,299.6076965332031,311.7323913574219,343.2327575683594,12.093327522277832,314.27496337890625,12.0933256149292,299.6153564453125,12.0933256149292,299.6076965332031,0.0,101.32499694824219,0.0,299.6076965332031,12.092254638671875,101.32499694824219,12.092254638671875,299.66375732421875,0.0,101.32499694824219,0.0,299.66375732421875,0.0,101.32499694824219,0.0,0.0,0.7097560167312622,0.29024413228034973,0.0
30/09/2023 15:40:27.892,False,False,False,0.0,0.0,0.0,0.0,0.0,101.32499694824219,0.0,0.0,101.32499694824219,0.28964996337890625,0.28923553228378296,0.7103500962257385,0.7107646465301514,1.0,1.0,101.32499694824219,0.0,0.0,101.32499694824219,0.0,0.0,0.0,0.0,0.0,299.7817687988281,311.76519775390625,343.2327575683594,12.075922012329102,314.4070129394531,12.075921058654785,299.7894287109375,12.075921058654785,299.7817687988281,0.0,101.32499694824219,0.0,299.7817687988281,12.07540225982666,101.32499694824219,12.07540225982666,299.8378601074219,0.0,101.32499694824219,0.0,299.8378601074219,0.0,101.32499694824219,0.0,0.0,0.7103500962257385,0.28964996337890625,0.0
30/09/2023 15:40:28.982,False,False,False,0.3799999952316284,0.0,0.0,0.0,0.0,101.32499694824219,0.0,0.0,101.32499694824219,0.28582748770713806,0.2888451814651489,0.7141724824905396,0.7111548781394958,1.0,1.0,101.32499694824219,0.0,0.0,101.32499694824219,0.0,0.0,0.0,0.0,0.0,299.3676452636719,311.7527770996094,343.2327575683594,12.304616928100586,314.1442565917969,12.304906845092773,299.3755187988281,12.304906845092773,299.3676452636719,0.0,101.32499694824219,0.0,299.3676452636719,12.228873252868652,101.32499694824219,12.228873252868652,299.4254455566406,0.0,101.32499694824219,0.0,299.4254455566406,0.0,101.32499694824219,0.0,0.0,0.7141724824905396,0.28582748770713806,0.0
30/09/2023 15:40:30.060,False,False,False,0.3799999952316284,0.0,0.0,0.0,0.0,101.32499694824219,0.0,0.0,101.32499694824219,0.2888835370540619,0.28846362233161926,0.7111164927482605,0.7115365266799927,1.0,1.0,101.32499694824219,0.0,0.0,101.32499694824219,0.0,0.0,0.0,0.0,0.0,299.91851806640625,311.7298278808594,343.2327575683594,12.231449127197266,314.5199890136719,12.23144817352295,299.9263916015625,12.23144817352295,299.91851806640625,0.0,101.32499694824219,0.0,299.91851806640625,12.231354713439941,101.32499694824219,12.231354713439941,299.9763488769531,0.0,101.32499694824219,0.0,299.9763488769531,0.0,101.32499694824219,0.0,0.0,0.7111164927482605,0.2888835370540619,0.0
30/09/2023 15:40:31.154,False,False,False,0.3799999952316284,0.0,0.0,0.0,0.0,101.32499694824219,0.0,0.0,101.32499694824219,0.2887672483921051,0.2883460223674774,0.7112328410148621,0.7116541862487793,1.0,1.0,101.32499694824219,0.0,0.0,101.32499694824219,0.0,0.0,0.0,0.0,0.0,299.95538330078125,311.7627868652344,343.2327575683594,12.227577209472656,314.54766845703125,12.227577209472656,299.9632568359375,12.227577209472656,299.95538330078125,0.0,101.32499694824219,0.0,299.95538330078125,12.227603912353516,101.32499694824219,12.227603912353516,300.01318359375,0.0,101.32499694824219,0.0,300.01318359375,0.0,101.32499694824219,0.0,0.0,0.7112328410148621,0.2887672483921051,0.0
30/09/2023 15:40:32.233,False,False,False,0.3799999952316284,0.0,0.0,0.0,0.0,101.32499694824219,0.0,0.0,101.32499694824219,0.2887074053287506,0.2882854640483856,0.7112926840782166,0.7117147445678711,1.0,1.0,101.32499694824219,0.0,0.0,101.32499694824219,0.0,0.0,0.0,0.0,0.0,299.9759521484375,311.7950134277344,343.2327575683594,12.225357055664062,314.5629577636719,12.225357055664062,299.98382568359375,12.225357055664062,299.9759521484375,0.0,101.32499694824219,0.0,299.9759521484375,12.225445747375488,101.32499694824219,12.225445747375488,300.03375244140625,0.0,101.32499694824219,0.0,300.03375244140625,0.0,101.32499694824219,0.0,0.0,0.7112926840782166,0.2887074053287506,0.0
